{uuid},{properties.title},{properties.url},{properties.guardian},{properties.description},{properties.type},{properties.id},{properties.thumbnail},{latitude},{longitude},"{$.@id=""https://w3id.org/locolligo/VisitPlus-UK""}","{$.indexing=""indexing_VisitPlus-UK.json""}"
1471,Springhill,https://www.nationaltrust.org.uk/springhill,National Trust,A pretty 17th-century plantation house with walled garden,,307,,54.685699,-6.65569,,
1472,Spyway,https://www.nationaltrust.org.uk/spyway,National Trust,Towering sea cliffs and grasslands rich in wild flowers,,5287,,50.6065,-2.005599,,
1473,Stackpole,https://www.nationaltrust.org.uk/stackpole,National Trust,"Discover Stackpole's beautiful stretch of coastline for yourself. With award-winning sandy beaches, tranquil wooded valleys, wildlife-rich lily ponds, walking trails and watersports, there's lots to see and do.",,611,,51.612813,-4.926159,,
1474,Stackpole Centre,https://www.nationaltrust.org.uk/stackpole-centre,National Trust,Award-winning centre for educational and corporate needs as well as family holidays ,,4552,,51.622639,-4.92739,,
1475,St Agnes Head,https://www.nationaltrust.org.uk/st-agnes-head,National Trust,Walk over a jewel-like carpet of heather and gorse,,6137,,50.31736,-5.2322227,,
1476,Standen House and Garden,https://www.nationaltrust.org.uk/standen-house-and-garden,National Trust,"Arts and Crafts family home with Morris & Co. interiors, set in a beautiful hillside garden",,311,,51.103506,-0.01664,,
1477,St Anthony Head,https://www.nationaltrust.org.uk/st-anthony-head,National Trust,Tucked away at the bottom of the Roseland there's lots to discover for everyone.,,6192,,50.141698,-5.0145383,,
1478,Staunton Harold Church,https://www.nationaltrust.org.uk/staunton-harold-church,National Trust,"Imposing church built in 1653, with fine panelled interior",,312,,52.783401,-1.43658,,
1479,St Catherine's Down and Knowles Farm,https://www.nationaltrust.org.uk/st-catherines-down-and-knowles-farm,National Trust,"A wild rocky coast with jutting cliffs, a windswept down and sheltered wooded valley",,5132,,50.58043,-1.3028374,,
1480,St David's Peninsula,https://www.nationaltrust.org.uk/st-davids-peninsula,National Trust,"A colourful coastline with heaps of history, this pretty peninsula's been a cultural hotspot for thousands of years. Discover the area's ancestry, from Celtic life to Wales' patron saint.",,5133,,51.880868,-5.26617,,
1481,St David's Visitor Centre and Shop,https://www.nationaltrust.org.uk/st-davids-visitor-centre-and-shop,National Trust,"Nestled in St David's, the visitor centre and shop is a brilliant base for discovering Pembrokeshire. Plan your visit with the team, have a browse and help support our special places.",,655,,51.880299,-5.26292,,
1482,Steam Yacht Gondola,https://www.nationaltrust.org.uk/steam-yacht-gondola,National Trust,Rebuilt Victorian steam-powered yacht on Coniston Water,,146,,54.363899,-3.06483,,
1483,St Helens Duver,https://www.nationaltrust.org.uk/st-helens-duver,National Trust,Sand dunes with a royal history and great coastal views,,6006,,50.698751,-1.0995964,,
1484,Sticklebarn and The Langdales,https://www.nationaltrust.org.uk/sticklebarn-and-the-langdales,National Trust,"An adventure playground of rugged slopes, craggy summits and a cracking pint ",,5216,,54.44897,-3.0902951,,
1485,St Ives to Pendeen,https://www.nationaltrust.org.uk/st-ives-to-pendeen,National Trust,"The 14-mile stretch of coast that runs westwards from the holiday resort of St Ives to the mining village of Pendeen, can lay proud claim to being the most startlingly beautiful in south-west England.",,6105,,50.191615,-5.569793,,
1486,St John's Jerusalem,https://www.nationaltrust.org.uk/st-johns-jerusalem,National Trust,Tranquil garden and 13th-century chapel,,287,,51.4095,0.24053,,
1487,St Michael's Mount,https://www.nationaltrust.org.uk/st-michaels-mount,National Trust,"Rocky island crowned by medieval church and castle, home to a living community",,288,,50.118099,-5.47565,,
1488,Stoke-sub-Hamdon Priory,https://www.nationaltrust.org.uk/stoke-sub-hamdon-priory,National Trust,"14th/15th-century farm buildings, formerly a priest's residence",,314,,50.952,-2.75451,,
1489,Stoneacre,https://www.nationaltrust.org.uk/stoneacre,National Trust,Medieval yeoman's house and garden,,315,,51.2533,0.58178,,
1490,Stonehenge Landscape,https://www.nationaltrust.org.uk/stonehenge-landscape,National Trust,A World Heritage Site for its ancient ceremonial landscape of great archaeological interest.,,316,,51.177601,-1.82776,,
1491,Stoneywell,https://www.nationaltrust.org.uk/stoneywell,National Trust,The home of a family who lived and loved the Arts and Crafts ,,6140,,52.7034271,-1.2706485,,
1492,Stourhead,https://www.nationaltrust.org.uk/stourhead,National Trust,Palladian house and world-famous landscape garden,,317,,51.108601,-2.31469,,
1493,Stowe,https://www.nationaltrust.org.uk/stowe,National Trust,Gardening on the grandest scale in this Georgian landscape garden and park,,318,,52.022154,-1.00785,,
1494,Strangford Lough,https://www.nationaltrust.org.uk/strangford-lough,National Trust,A most beautiful landscape of international importance,,5045,,54.373741,-5.579002,,
1495,Strumble Head to Cardigan,https://www.nationaltrust.org.uk/strumble-head-to-cardigan,National Trust,Pick up the pace in Pembrokeshire's walking country; this rugged and remote expanse of towering cliffs and rocky outcrops is punctuated with coastal paths and soaring sea views.,,6017,,52.006828,-5.064023,,
1496,Studland Bay,https://www.nationaltrust.org.uk/studland-bay,National Trust,Vast area of sandy beaches and heathland,,320,,50.651732,-1.953806,,
1497,Sudbury Hall and the National Trust Museum of Childhood,https://www.nationaltrust.org.uk/sudbury-hall-and-the-national-trust-museum-of-childhood,National Trust,Late 17th-century house with lavish interiors and the Museum of Childhood,,321,,52.886299,-1.76674,,
1498,Sugar Loaf and Usk Valley,https://www.nationaltrust.org.uk/sugarloaf-and-usk-valley,National Trust,"Iconic mountains, rich countryside and a sweeping 18th century landscaped park ",,6010,,51.844095,-3.062519,,
1499,Sunnycroft,https://www.nationaltrust.org.uk/sunnycroft,National Trust,"A comfortable home telling the story of a brewer, a widow and three generations of the Lander family",,325,,52.6955,-2.5167,,
1500,Sutton Hoo,https://www.nationaltrust.org.uk/sutton-hoo,National Trust,Awe-inspiring Anglo-Saxon royal burial site,,323,,52.095652,1.349691,,
1501,Sutton House and Breaker's Yard,https://www.nationaltrust.org.uk/sutton-house-and-breakers-yard,National Trust,A fascinating Tudor house at the heart of a vibrant community,,324,,51.548,-0.04921,,
1502,Sutton Lane Meadows,https://www.nationaltrust.org.uk/sutton-lane-meadows,National Trust,Traditional hay meadows rich in wild flowers,,6108,,51.497764,-2.078461,,
1503,Swan Barn Farm,https://www.nationaltrust.org.uk/swan-barn-farm,National Trust,A quiet retreat of woodland and pasture only 30 seconds from Haslemere High Street,,6063,,51.087323,-0.703522,,
1504,Tarn Hows and Coniston,https://www.nationaltrust.org.uk/tarn-hows-and-coniston,National Trust,Majestic views and peaceful walks in beautiful countryside,,4554,,54.387268,-3.038192,,
1505,Tattershall Castle,https://www.nationaltrust.org.uk/tattershall-castle,National Trust,Magnificent 15th century red brick castle - what wealth and power looks like,,326,,53.101002,-0.19063,,
1506,Tatton Park,https://www.nationaltrust.org.uk/tatton-park,National Trust,"An historical estate with a neo-classical mansion, 50 acres of landscaped Gardens, 1000 acres of deer Park, a rare breed farm and medieval Old Hall.",,327,,53.327599,-2.37039,,
1507,Templetown Mausoleum,https://www.nationaltrust.org.uk/templetown-mausoleum,National Trust,The finest example in Ireland of Robert Adam's neoclassical architecture,,6117,,54.706,-6.095,,
1508,The Argory,https://www.nationaltrust.org.uk/the-argory,National Trust,Atmospheric Irish gentry house and wooded riverside estate,,13,,54.464401,-6.66035,,
1509,Theatre Royal Bury St Edmunds,https://www.nationaltrust.org.uk/theatre-royal-bury-st-edmunds,National Trust,The only surviving Regency playhouse in Britain,,328,,52.24063,0.716911,,
1510,The Buscot and Coleshill Estates,https://www.nationaltrust.org.uk/the-buscot-and-coleshill-estates,National Trust,Villages and countryside criss-crossed with trails,,2575,,51.640444,-1.660634,,
1511,The Chase,https://www.nationaltrust.org.uk/the-chase,National Trust,Quiet nature reserve with a surprising array of habitats,,6207,,51.364727,-1.3671876,,
1512,"The Coombes, Hinton Parva",https://www.nationaltrust.org.uk/the-coombes-hinton-parva,National Trust,Rare wildflowers and a myriad of butterflies,,6110,,51.540943,-1.672638,,
1513,The Courts Garden,https://www.nationaltrust.org.uk/the-courts-garden,National Trust,Delightful English country garden,,97,,51.354401,-2.20101,,
1514,The Crown Bar,https://www.nationaltrust.org.uk/the-crown-bar,National Trust,The most famous pub in Belfast,,102,,54.5947,-5.9342,,
1515,The Dodman,https://www.nationaltrust.org.uk/the-dodman,National Trust,"Towering above the sea, this historic headland offers dramatic, panoramic views",,6134,,50.21985,-4.803553,,
1516,The Firs,https://www.nationaltrust.org.uk/the-firs,National Trust,Birthplace of Sir Edward Elgar,,6248,,52.1989833,-2.2834974,,
1517,The Fleece Inn,https://www.nationaltrust.org.uk/the-fleece-inn,National Trust,A traditional English pub,,132,,52.090099,-1.86567,,
1518,The Homewood,https://www.nationaltrust.org.uk/the-homewood,National Trust,One architect's vision of the future,,179,,51.356013,-0.381423,,
1519,The Mournes,https://www.nationaltrust.org.uk/the-mournes,National Trust,The most famous of the mountains in the country,,5037,,54.171137,-6.083736,,
1520,The Needles Headland and Tennyson Down,https://www.nationaltrust.org.uk/the-needles-headland-and-tennyson-down,National Trust,"Beautiful open downland,sheer chalk cliffs and dramatic sea views",,5141,,50.668967,-1.5420824,,
1521,The Needles Old Battery and New Battery,https://www.nationaltrust.org.uk/the-needles-old-battery-and-new-battery,National Trust,Victorian coastal defence and secret rocket testing site perched high above the Needles Rocks,,237,,50.666543,-1.5658388,,
1522,The Old Manor,https://www.nationaltrust.org.uk/the-old-manor,National Trust,"A Low, stone-built medieval hall, set in the picturesque countryside of Derbyshire. ",,245,,52.978401,-1.81594,,
1523,The Royal Oak Foundation Conservation Studio,https://www.nationaltrust.org.uk/the-royal-oak-foundation-conservation-studio,National Trust,Conserving and preserving our history for the future.,,90003,,51.26717,0.19741,,
1524,The Textile Conservation Studio,https://www.nationaltrust.org.uk/the-textile-conservation-studio,National Trust,The Studio aims to provide a complete conservation service for historic textiles,,4507,,52.80089,1.191523,,
1525,The Vyne,https://www.nationaltrust.org.uk/the-vyne,National Trust,"Explore a former Tudor powerhouse turned 17th-century family home, set in gardens, woodlands and wetlands. ",,348,,51.313783,-1.08401,,
1526,The Weir Garden,https://www.nationaltrust.org.uk/the-weir-garden,National Trust,Escape to this spectacular riverside garden and be absorbed by natural beauty. ,,356,,52.072899,-2.82203,,
1527,The White Cliffs of Dover,https://www.nationaltrust.org.uk/the-white-cliffs-of-dover,National Trust,Magnificent coastal site overlooking the English Channel,,367,,51.132205,1.339026,,
1528,"The Workhouse, Southwell",https://www.nationaltrust.org.uk/the-workhouse-southwell,National Trust,Atmospheric Victorian workhouse,,656,,53.0795,-0.93981,,
1529,Tintagel Old Post Office,https://www.nationaltrust.org.uk/tintagel-old-post-office,National Trust,"One of the Trust's most delightful medieval buildings, enhanced by a cottage garden",,330,,50.663371,-4.751645,,
1530,Tintinhull Garden,https://www.nationaltrust.org.uk/tintinhull-garden,National Trust,"A place of floral beauty, tranquillity and innovation - a gardener's garden paradise.",,331,,50.975237,-2.709428,,
1531,Townend,https://www.nationaltrust.org.uk/townend,National Trust,Atmospheric farmhouse full of quirky objects and fascinating stories,,333,,54.412498,-2.91477,,
1532,Toys Hill,https://www.nationaltrust.org.uk/toys-hill,National Trust,Discover the place that inspired Octavia Hill to found the National Trust,,6075,,51.248285,0.101976,,
1533,"Treasurer's House, Martock",https://www.nationaltrust.org.uk/treasurers-house-martock,National Trust,Small medieval house,,334,,50.965801,-2.76586,,
1534,"Treasurer's House, York",https://www.nationaltrust.org.uk/treasurers-house-york,National Trust,Step inside this house of contradictions in the centre of York.,,335,,53.962764,-1.080973,,
1535,Tredegar House,https://www.nationaltrust.org.uk/tredegar-house,National Trust,"A place shaped by the local community, Tredegar House and its surrounding gardens and parkland stand proudly at the heart of Newport's heritage.",,4524,,51.561601,-3.028106,,
1536,Trelissick,https://www.nationaltrust.org.uk/trelissick,National Trust,A welcoming garden set in an estate with stunning maritime views and lovely woodland walks,,336,,50.217241,-5.0337821,,
1537,Trengwainton Garden,https://www.nationaltrust.org.uk/trengwainton-garden,National Trust,Sheltered garden bursting with exotic trees and shrubs,,337,,50.127899,-5.5695,,
1538,Trerice,https://www.nationaltrust.org.uk/trerice,National Trust,Elizabethan manor house with fine interiors and delightful garden,,338,,50.384998,-5.03814,,
1539,Trevose Head,https://www.nationaltrust.org.uk/trevose-head,National Trust,"Jutting into the Atlantic, Trevose Head commands views for miles along the coast",,90002,,50.543132,-5.0187851,,
1540,Tudor Merchant's House,https://www.nationaltrust.org.uk/tudor-merchants-house,National Trust,Time travel to Tudor Tenby and discover what life was like at our 15th century merchant's house.,,339,,51.671299,-4.69714,,
1541,TÃ…Â· Mawr Wybrnant,https://www.nationaltrust.org.uk/ty-mawr-wybrnant,National Trust,Traditional stone-built upland 16th-century farmhouse,,341,,53.052502,-3.83218,,
1542,Tyntesfield,https://www.nationaltrust.org.uk/tyntesfield,National Trust,"An ornate Victorian Gothic Revival house with extensive garden and parkland, just a stone's throw from Bristol",,2362,,51.4485,-2.71889,,
1543,Ulverscroft Nature Reserve,https://www.nationaltrust.org.uk/ulverscroft-nature-reserve,National Trust,Reserve in the care of the Leicestershire and Rutland Wildlife Trust,,344,,52.701401,-1.27259,,
1544,Uppark House and Garden,https://www.nationaltrust.org.uk/uppark-house-and-garden,National Trust,A tranquil 17th-century house set within intimate gardens and woodland.,,345,,50.952702,-0.88896,,
